===========================================================================
接口列表
 11...........................Wintun Userspace Tunnel
 39...........................XyNetTunnel Tunnel
  7...04 d9 f5 1f 99 4a ......Realtek PCIe GbE Family Controller
 16...00 1a 7d da 71 11 ......Bluetooth Device (Personal Area Network)
  1...........................Software Loopback Interface 1
===========================================================================

IPv4 路由表
===========================================================================
活动路由:
网络目标        网络掩码          网关       接口   跃点数
       171.48.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       171.64.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       171.96.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      171.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      171.192.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      171.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        172.0.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       172.32.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       172.64.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      172.64.41.3  255.255.255.255         10.4.4.1         10.4.4.2     10
    172.64.149.23  255.255.255.255         10.4.4.1         10.4.4.2     10
    172.64.153.46  255.255.255.255         10.4.4.1         10.4.4.2     10
   172.64.155.119  255.255.255.255         10.4.4.1         10.4.4.2     10
       172.66.2.5  255.255.255.255         10.4.4.1         10.4.4.2     10
   172.67.135.174  255.255.255.255         10.4.4.1         10.4.4.2     10
   172.67.166.143  255.255.255.255         10.4.4.1         10.4.4.2     10
      172.128.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
   172.217.12.142  255.255.255.255         10.4.4.1         10.4.4.2     10
   172.217.14.110  255.255.255.255         10.4.4.1         10.4.4.2     10
        173.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        174.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
       175.28.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       175.32.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       175.40.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       175.45.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       175.96.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      175.100.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      175.103.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      175.104.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      175.106.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      175.107.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      175.108.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      175.112.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      175.128.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      175.144.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      175.156.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      175.176.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      175.179.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      175.180.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      175.184.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      175.192.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
        176.0.0.0        252.0.0.0         10.4.4.1         10.4.4.2     10
        180.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       180.64.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       180.72.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       180.80.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       180.87.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       180.92.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       180.94.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       180.95.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
   180.97.234.247  255.255.255.255         10.4.4.1         10.4.4.2     10
      180.128.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      180.129.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      180.131.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      180.132.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      180.144.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      180.176.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
    180.188.128.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      180.189.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      180.190.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      180.192.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      180.200.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      180.204.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      180.210.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      180.214.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      180.216.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      180.220.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      180.222.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      180.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        181.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        182.0.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       182.16.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
     182.18.128.0    255.255.128.0         10.4.4.1         10.4.4.2     10
       182.19.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       182.20.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       182.24.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       182.48.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       182.50.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       182.52.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
     182.54.128.0    255.255.128.0         10.4.4.1         10.4.4.2     10
       182.55.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       182.56.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       182.60.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       182.62.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       182.64.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       182.93.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       182.94.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      182.152.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      182.156.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      182.158.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      182.160.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      182.168.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      182.172.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      182.176.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      182.192.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      182.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      182.224.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      182.232.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      182.236.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      182.237.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      182.239.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      182.248.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      182.252.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      182.255.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
    183.2.193.219  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.2.193.220  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.2.193.221  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.2.193.222  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.2.193.223  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.2.193.224  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.2.193.231  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.2.193.232  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.56.150.21  255.255.255.255         10.4.4.1         10.4.4.2     10
   183.56.172.210  255.255.255.255         10.4.4.1         10.4.4.2     10
   183.61.184.194  255.255.255.255         10.4.4.1         10.4.4.2     10
   183.61.184.197  255.255.255.255         10.4.4.1         10.4.4.2     10
   183.61.184.198  255.255.255.255         10.4.4.1         10.4.4.2     10
   183.61.184.206  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.61.239.72  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.61.239.73  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.62.104.58  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.62.104.59  255.255.255.255         10.4.4.1         10.4.4.2     10
       183.72.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       183.80.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       183.86.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       183.88.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       183.96.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      183.171.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      183.176.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
    183.232.200.0  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.1  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.2  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.3  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.4  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.5  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.6  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.7  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.8  255.255.255.255         10.4.4.1         10.4.4.2     10
    183.232.200.9  255.255.255.255         10.4.4.1         10.4.4.2     10
   183.232.200.10  255.255.255.255         10.4.4.1         10.4.4.2     10
        184.0.0.0        248.0.0.0         10.4.4.1         10.4.4.2     10
     184.26.91.46  255.255.255.255         10.4.4.1         10.4.4.2     10
    184.26.91.176  255.255.255.255         10.4.4.1         10.4.4.2     10
    184.30.15.177  255.255.255.255         10.4.4.1         10.4.4.2     10
    184.84.48.177  255.255.255.255         10.4.4.1         10.4.4.2     10
    184.84.48.179  255.255.255.255         10.4.4.1         10.4.4.2     10
    184.85.113.43  255.255.255.255         10.4.4.1         10.4.4.2     10
   184.85.125.236  255.255.255.255         10.4.4.1         10.4.4.2     10
   184.87.237.200  255.255.255.255         10.4.4.1         10.4.4.2     10
        192.0.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
      192.128.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      192.160.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      192.169.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      192.170.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      192.172.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      192.176.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      192.192.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
        193.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        194.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        196.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        198.0.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       198.16.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       198.20.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       198.24.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       198.32.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       198.64.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      198.128.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
        199.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
   199.232.113.16  255.255.255.255         10.4.4.1         10.4.4.2     10
  199.232.148.157  255.255.255.255         10.4.4.1         10.4.4.2     10
        200.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        202.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       202.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      202.122.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      202.124.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      202.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      202.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      202.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        203.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       203.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       203.96.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      203.104.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      203.106.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
    203.107.128.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      203.108.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      203.112.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      203.116.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      203.118.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      203.119.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      203.120.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      203.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      203.192.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      203.194.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      203.195.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      203.196.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      203.200.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      203.204.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      203.205.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      203.206.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      203.207.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      203.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      203.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        204.0.0.0        252.0.0.0         10.4.4.1         10.4.4.2     10
        208.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        210.0.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
        210.8.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       210.14.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       210.16.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       210.20.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       210.23.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       210.24.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       210.48.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       210.50.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       210.52.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
       210.54.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       210.56.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       210.64.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       210.78.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       210.80.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       210.84.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       210.88.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       210.96.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      210.128.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
        211.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       211.72.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      211.104.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      211.112.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      211.128.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      211.155.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      211.168.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      211.176.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      211.192.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
        212.0.0.0        252.0.0.0         10.4.4.1         10.4.4.2     10
        216.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
       218.32.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       218.48.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
    218.77.193.50  255.255.255.255         10.4.4.1         10.4.4.2     10
   218.77.193.103  255.255.255.255         10.4.4.1         10.4.4.2     10
     218.98.128.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      218.100.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      218.101.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      218.102.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      218.110.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      218.112.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      218.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      218.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      218.224.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      218.248.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      218.250.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      218.252.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
        219.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       219.64.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       219.73.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       219.74.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       219.76.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       219.80.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       219.83.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
       219.84.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       219.88.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       219.96.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      219.160.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      219.192.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      219.208.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      219.240.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      219.248.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
        220.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       220.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       220.96.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      220.116.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      220.120.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      220.128.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      220.144.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      220.152.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      220.153.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      220.156.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      220.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      220.224.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      220.228.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      220.230.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      220.231.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      220.232.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      220.235.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      220.236.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      220.240.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      220.244.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      220.253.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      220.254.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
     221.12.128.0    255.255.128.0         10.4.4.1         10.4.4.2     10
       221.16.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       221.32.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       221.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       221.96.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      221.112.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      221.120.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      221.124.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      221.128.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      221.132.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      221.138.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      221.140.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      221.144.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      221.160.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      221.168.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      221.184.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      221.199.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      221.240.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
        222.0.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       222.96.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      222.112.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      222.120.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      222.124.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      222.126.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      222.127.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      222.144.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      222.164.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
   222.218.188.17  255.255.255.255         10.4.4.1         10.4.4.2     10
  222.222.202.202  255.255.255.255         10.4.4.1         10.4.4.2     10
      222.224.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      222.250.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      222.252.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
        223.5.5.5  255.255.255.255         10.4.4.1         10.4.4.2     10
        223.6.6.6  255.255.255.255         10.4.4.1         10.4.4.2     10
       223.16.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       223.22.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       223.24.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       223.32.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
  223.113.140.167  255.255.255.255         10.4.4.1         10.4.4.2     10
      223.118.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      223.130.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      223.132.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      223.136.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      223.164.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      223.168.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      223.176.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      223.194.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      223.196.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      223.200.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      223.204.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      223.216.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      223.222.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      223.224.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      223.252.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      223.253.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
    223.255.128.0    255.255.128.0         10.4.4.1         10.4.4.2     10
        224.0.0.0        240.0.0.0            在链路上         127.0.0.1    331
        224.0.0.0        240.0.0.0            在链路上        10.0.0.226    281
        224.0.0.0        240.0.0.0            在链路上          10.4.4.2    261
  255.255.255.255  255.255.255.255            在链路上         127.0.0.1    331
  255.255.255.255  255.255.255.255            在链路上        10.0.0.226    281
  255.255.255.255  255.255.255.255            在链路上          10.4.4.2    261
  255.255.255.255  255.255.255.255         10.4.4.1         10.4.4.2     10
===========================================================================
永久路由:
  无
